department,course_name,time_credit,credit,professor,student_capacity,english_class,chinese_class,need_approval,cu_class,honors_class,engineering_certification,target_academic_year,recommended_academic_year,course_registration_notes,course_description,year,semester,course_code,course_section,timeslot,classroom,extended_syllabus
전인교육원,영어글로벌의사소통I,3.0,3.0,이현숙,21,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,1,"월,수 10:30~11:45",J319,False
전인교육원,영어글로벌의사소통I,3.0,3.0,이주영,26,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,2,"월,수 10:30~11:45",J323,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Willers, Arthur Gregory",27,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,3,"월,수 12:00~13:15",J321,False
전인교육원,영어글로벌의사소통I,3.0,3.0,이현숙,25,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,4,"월,수 12:00~13:15",J319,False
전인교육원,영어글로벌의사소통I,3.0,3.0,조혜연,20,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,5,"화,목 09:00~10:15",J317,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Willers, Arthur Gregory",29,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,6,"화,목 10:30~11:45",J315,False
전인교육원,영어글로벌의사소통I,3.0,3.0,조혜연,26,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,7,"화,목 10:30~11:45",J317,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Kim, Jae Pil",24,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,8,"화,목 12:00~13:15",J219,False
전인교육원,영어글로벌의사소통I,3.0,3.0,정지수,25,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,9,"화,목 15:00~16:15",J323,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Thigpen, Byron Douglas",24,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,10,"화,목 13:30~14:45",J128,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Bailey, Andrew",25,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,11,"화,목 13:30~14:45",X426,False
전인교육원,영어글로벌의사소통I,3.0,3.0,"Willers, Arthur Gregory",30,True,False,False,False,False,False,all,1,,"구 영어I, 신입생 대다수의 학생이 대상",2024,2학기,COR1003,12,"화,목 13:30~14:45",J323,False
